,original_text,refined_text,label
245,b'The Avaya Video Telephony Solution: Desktop Edition bundles US-based Polycom #39;s ViaVideo II video camera for PCs with Softphone from Avaya.',"The Avaya Video Telephony Solution: Desktop Edition includes the ViaVideo II video camera for PCs, made by Polycom in the United States, and Softphone software from Avaya. 
",3
246,"b'AP - An Italian aid worker abducted in the Philippines was released unharmed early Wednesday, the military said.'","An Italian aid worker who was kidnapped in the Philippines has been released unharmed. The military confirmed the release early Wednesday morning. 
",0
247,"b'BRUSSELS, Oct 19 (AFP) - The European Union #39;s executive arm said Tuesday it had virtually wrapped up a settlement to a long-running dispute over anti-competitive retail practices by Coca-Cola.'","The European Union's executive branch announced on Tuesday that it has reached a settlement with Coca-Cola regarding a long-standing dispute about anti-competitive practices in retail. 
",2
248,"b'Henry Bibby was fired as Southern California #39;s basketball coach Monday, just four games into his ninth season. The Trojans, beset by some player dissension, are 2-2.'","Henry Bibby was dismissed as the head coach of the University of Southern California's basketball team on Monday. This occurred after only four games in his ninth season as coach. The Trojans have a record of 2 wins and 2 losses. There have been reports of player discontent within the team. 
",1
249,"b'Knowing he was a long-shot to land a high-paying NFL job in Miami or Cleveland, Patriots offensive coordinator Charlie Weis made the smart move and went after the head coaching position at Notre Dame.'","Charlie Weis, the offensive coordinator for the New England Patriots, recognized that his chances of securing a high-paying position in the NFL with teams like the Miami Dolphins or Cleveland Browns were slim.  Therefore, he made a strategic decision to pursue the head coaching position at the University of Notre Dame. 
",1
250,"b'If you #39;re a Nokia smart phone user, better pay attention...come to think of it, better pay attention even if you aren #39;t. The first malicious virus to attack cell phones seems to target Nokia smart phones.'","A new malicious virus has been discovered that specifically targets Nokia smartphones. Even if you do not own a Nokia smartphone, it is important to be aware of this threat as it could potentially spread to other types of mobile devices in the future. 
",3
251,"b'Summary - (Oct 25, 2004) NASA #39;s Cassini spacecraft will make its first close approach tomorrow to Titan, Saturn #39;s largest moon.'","On October 25, 2004, NASA's Cassini spacecraft was scheduled to make its first close approach to Titan, Saturn's largest moon. 
",3
252,"b'Forty-nine pitches. Joe Nathan hadn #39;t thrown that many in more than four years. It didn #39;t matter that Torii Hunter hit a go-ahead home run in the 12th inning, Nathan couldn #39;t hold the lead.'","Joe Nathan had not thrown 49 pitches in over four years. Despite Torii Hunter's go-ahead home run in the 12th inning, Nathan was unable to preserve the lead. 
",1
253,"b'Any cash that Italy #39;s Fiat (FIA.MI: Quote, Profile, Research) may gain from agreeing to scrap an option to sell its loss-making car unit Fiat Auto to General Motors Corp.'","Fiat, an Italian car manufacturer, might receive cash if it chooses not to sell its unprofitable car division, Fiat Auto, to General Motors. 
",2
254,b'Nov. 18--Lockheed Martin has introduced evidence in a civil lawsuit that allegedly demonstrates Boeing Chief Executive Harry Stonecipher knew former Air Force acquisitions officer Darleen Druyun gave Boeing ',"Lockheed Martin presented evidence in a civil lawsuit claiming that Boeing CEO Harry Stonecipher was aware of former Air Force acquisitions officer Darleen Druyun providing Boeing with confidential information. 
",2
255,"b'WASHINGTON Dec 15, 2004 - Federal regulators voted Wednesday to give airline passengers high-speed Internet connections while they fly.'","On December 15, 2004, federal regulators approved the implementation of high-speed internet access for airline passengers during flights. 
",2
256,"b""Reuters - Sudan's government and Darfur rebels said\\on Thursday they were waiting for African Union mediators to\\decide if peace talks would continue despite a stalemate on\\security in the western Sudanese region.""","The Sudanese government and rebel groups from Darfur are awaiting a decision from African Union mediators regarding the continuation of peace talks. The talks have stalled due to disagreements over security arrangements in the Darfur region. 
",0
257,"b'Internet search giant Google has priced its long-awaited initial public offering (IPO) at just under \\$120 a share, far below initial expectations. '","Google's initial public offering (IPO), a highly anticipated event, has been priced at slightly below $120 per share. This price is significantly lower than initial predictions. 
",2
